Hours Studied,Previous Scores,Sleep Hours,Sample Question Papers Practiced,Performance Index,distance_to_goal,performance_angle,is_high_efficiency,Extracurricular Activities_Yes
5.0,48.0,7.0,7.0,33.0,42.1070065428546,85.91438322002513,0.0,True
6.0,69.0,9.0,7.0,59.0,21.095023109728988,84.55966796899449,0.0,False
2.0,59.0,6.0,4.0,39.0,31.575306807693888,79.04593735660167,0.0,True
1.0,77.0,9.0,9.0,55.0,14.7648230602334,61.69924423399363,0.0,True
7.0,99.0,6.0,7.0,96.0,9.055385138137417,83.6598082540901,0.0,True
7.0,40.0,4.0,8.0,30.0,50.00999900019995,88.8542371618249,0.0,True
2.0,99.0,7.0,6.0,80.0,10.816653826391969,56.309932474020215,1.0,True
2.0,96.0,5.0,5.0,75.0,8.48528137423857,45.0,1.0,False
1.0,44.0,8.0,6.0,19.0,46.52956049652737,81.34745820888527,0.0,False
8.0,74.0,5.0,6.0,71.0,16.0,90.0,0.0,True
8.0,75.0,5.0,2.0,67.0,15.0,90.0,0.0,True
1.0,40.0,8.0,5.0,16.0,50.48762224545735,82.03038960567865,0.0,False
8.0,53.0,7.0,5.0,45.0,37.0,90.0,0.0,False
9.0,48.0,9.0,8.0,44.0,42.01190307520001,88.63607246839707,0.0,False
4.0,69.0,4.0,0.0,50.0,21.37755832643195,79.2157021324374,0.0,False
1.0,63.0,5.0,6.0,37.0,27.892651361962706,75.46554491945989,0.0,True
1.0,43.0,9.0,0.0,15.0,47.51841748206689,81.52885536698517,0.0,False
3.0,89.0,5.0,9.0,71.0,5.0990195135927845,11.309932474020213,1.0,False
5.0,53.0,7.0,3.0,42.0,37.12142238654117,85.36453657309735,0.0,True
5.0,64.0,7.0,6.0,49.0,26.1725046566048,83.418055344822,0.0,False
9.0,43.0,6.0,5.0,41.0,47.01063709417264,88.78112476486871,0.0,False
2.0,64.0,7.0,5.0,40.0,26.68332812825267,77.0053832080835,0.0,False
2.0,49.0,7.0,4.0,25.0,41.43669871020132,81.67434966957316,0.0,False
6.0,74.0,5.0,6.0,62.0,16.1245154965971,82.8749836510982,0.0,False
9.0,94.0,4.0,8.0,93.0,4.123105625617661,75.96375653207353,0.0,True
1.0,46.0,5.0,5.0,19.0,44.553338819890925,80.96051719664487,0.0,True
9.0,81.0,9.0,9.0,77.0,9.055385138137417,83.6598082540901,0.0,True
9.0,52.0,7.0,6.0,52.0,38.01315561749642,88.49256424122504,0.0,True
9.0,43.0,6.0,8.0,41.0,47.01063709417264,88.78112476486871,0.0,True
5.0,89.0,4.0,6.0,69.0,3.1622776601683795,18.43494882292201,0.0,False
9.0,82.0,6.0,5.0,82.0,8.06225774829855,82.8749836510982,0.0,False
4.0,96.0,8.0,2.0,82.0,7.211102550927978,56.309932474020215,1.0,False
2.0,75.0,6.0,0.0,49.0,16.15549442140351,68.19859051364818,0.0,False
6.0,95.0,6.0,9.0,82.0,5.385164807134504,68.19859051364818,0.0,False
4.0,53.0,9.0,8.0,40.0,37.21558813185679,83.8298249049704,0.0,False
6.0,57.0,7.0,6.0,48.0,33.06055050963308,86.53177074108285,0.0,False
3.0,47.0,9.0,2.0,28.0,43.289721643826724,83.36748538486154,0.0,False
6.0,71.0,7.0,9.0,60.0,19.1049731745428,83.99099404250548,0.0,False
2.0,66.0,9.0,8.0,43.0,24.73863375370596,75.96375653207353,0.0,False
2.0,81.0,7.0,2.0,59.0,10.816653826391969,56.309932474020215,0.0,False
9.0,76.0,7.0,2.0,71.0,14.035668847618199,85.91438322002513,0.0,False
7.0,62.0,7.0,6.0,52.0,28.0178514522438,87.95459151111278,0.0,False
3.0,46.0,6.0,1.0,27.0,44.28317965096906,83.51692630710276,0.0,True
1.0,51.0,8.0,9.0,28.0,39.6232255123179,79.8244891569568,0.0,False
8.0,64.0,7.0,6.0,62.0,26.0,90.0,0.0,True
6.0,42.0,8.0,6.0,27.0,48.041648597857254,87.61405596961119,0.0,False
7.0,65.0,8.0,0.0,55.0,25.019992006393608,87.70938995736148,0.0,False
9.0,43.0,5.0,9.0,39.0,47.01063709417264,88.78112476486871,0.0,False
5.0,81.0,5.0,1.0,66.0,9.486832980505138,71.56505117707799,0.0,True
1.0,75.0,4.0,4.0,46.0,16.55294535724685,64.98310652189998,0.0,True
7.0,54.0,9.0,3.0,47.0,36.013886210738214,88.40885972880542,0.0,False
5.0,71.0,5.0,2.0,59.0,19.235384061671343,81.02737338510362,0.0,False
3.0,68.0,7.0,9.0,46.0,22.561028345356956,77.19573393471325,0.0,False
9.0,49.0,8.0,7.0,47.0,41.012193308819754,88.60281897270363,0.0,False
1.0,60.0,9.0,6.0,39.0,30.805843601498726,76.86597769360368,0.0,True
1.0,93.0,4.0,8.0,67.0,7.615773105863909,23.19859051364819,0.0,True
1.0,55.0,5.0,2.0,26.0,35.6931365951495,78.69006752597979,0.0,False
3.0,86.0,6.0,9.0,68.0,6.4031242374328485,38.65980825409009,0.0,True
6.0,58.0,9.0,0.0,49.0,32.0624390837628,86.42366562500266,0.0,True
3.0,68.0,4.0,8.0,45.0,22.561028345356956,77.19573393471325,0.0,False
8.0,91.0,7.0,8.0,88.0,1.0,90.0,0.0,False
2.0,90.0,9.0,0.0,67.0,6.0,0.0,0.0,False
9.0,57.0,8.0,7.0,54.0,33.015148038438355,88.26429541107161,0.0,True
3.0,97.0,7.0,9.0,75.0,8.602325267042627,54.46232220802562,1.0,False
5.0,83.0,7.0,0.0,67.0,7.615773105863909,66.80140948635182,0.0,True
8.0,96.0,9.0,5.0,91.0,6.0,90.0,0.0,False
2.0,55.0,6.0,8.0,30.0,35.510561809129406,80.2724214485984,0.0,False
6.0,40.0,6.0,2.0,29.0,50.039984012787215,87.70938995736148,0.0,True
5.0,87.0,9.0,5.0,75.0,4.242640687119285,45.0,0.0,True
9.0,41.0,9.0,2.0,41.0,49.01020301937138,88.83086067209258,0.0,True
5.0,95.0,9.0,4.0,84.0,5.830951894845301,59.03624346792648,0.0,True
2.0,54.0,8.0,6.0,31.0,36.49657518178932,80.53767779197439,0.0,True
5.0,78.0,5.0,9.0,64.0,12.36931687685298,75.96375653207353,0.0,True
4.0,67.0,7.0,3.0,48.0,23.345235059857504,80.13419305691563,0.0,False
7.0,40.0,9.0,3.0,29.0,50.00999900019995,88.8542371618249,0.0,True
6.0,44.0,5.0,6.0,33.0,46.04345773288535,87.51044707800085,0.0,True
2.0,81.0,8.0,4.0,59.0,10.816653826391969,56.309932474020215,0.0,False
5.0,61.0,7.0,0.0,45.0,29.154759474226502,84.0938588862295,0.0,True
7.0,92.0,5.0,9.0,86.0,2.23606797749979,63.43494882292201,0.0,True
7.0,75.0,7.0,1.0,65.0,15.033296378372908,86.18592516570965,0.0,False
5.0,85.0,6.0,5.0,73.0,5.830951894845301,59.03624346792648,0.0,False
9.0,52.0,9.0,8.0,50.0,38.01315561749642,88.49256424122504,0.0,False
4.0,40.0,6.0,6.0,20.0,50.15974481593781,85.42607874009914,0.0,True
3.0,55.0,4.0,3.0,36.0,35.35533905932738,81.86989764584403,0.0,False
4.0,94.0,8.0,1.0,78.0,5.656854249492381,45.0,1.0,True
5.0,80.0,9.0,3.0,65.0,10.44030650891055,73.30075576600639,0.0,False
6.0,61.0,5.0,4.0,48.0,29.068883707497267,86.05481377096244,0.0,True
3.0,71.0,7.0,1.0,49.0,19.6468827043885,75.25643716352927,0.0,False
2.0,55.0,4.0,0.0,32.0,35.510561809129406,80.2724214485984,0.0,False
4.0,90.0,8.0,3.0,69.0,4.0,0.0,0.0,False
5.0,54.0,8.0,5.0,41.0,36.124783736376884,85.23635830927383,0.0,True
4.0,97.0,8.0,0.0,77.0,8.06225774829855,60.25511870305778,1.0,True
3.0,85.0,5.0,0.0,60.0,7.0710678118654755,45.0,0.0,False
8.0,91.0,9.0,8.0,88.0,1.0,90.0,0.0,False
4.0,81.0,6.0,4.0,61.0,9.848857801796104,66.03751102542182,0.0,False
2.0,92.0,4.0,1.0,69.0,6.324555320336759,18.43494882292201,0.0,False
2.0,51.0,5.0,1.0,29.0,39.45883931389772,81.2538377374448,0.0,True
1.0,99.0,7.0,3.0,73.0,11.40175425099138,52.1250163489018,1.0,False
4.0,40.0,5.0,1.0,22.0,50.15974481593781,85.42607874009914,0.0,False
9.0,92.0,7.0,3.0,93.0,2.23606797749979,63.43494882292201,0.0,True
7.0,56.0,7.0,5.0,46.0,34.0147027033899,88.31531568210372,0.0,True
7.0,80.0,8.0,6.0,74.0,10.04987562112089,84.28940686250037,0.0,False
7.0,94.0,5.0,5.0,83.0,4.123105625617661,75.96375653207353,0.0,False
8.0,90.0,6.0,3.0,84.0,0.0,0.0,0.0,True
1.0,96.0,7.0,9.0,71.0,9.219544457292887,40.60129464500447,1.0,True
8.0,89.0,8.0,2.0,82.0,1.0,90.0,0.0,False
4.0,67.0,6.0,3.0,49.0,23.345235059857504,80.13419305691563,0.0,True
4.0,46.0,5.0,4.0,27.0,44.181444068749045,84.8055710922652,0.0,True
4.0,48.0,6.0,3.0,29.0,42.190046219457976,84.55966796899449,0.0,False
6.0,61.0,5.0,2.0,50.0,29.068883707497267,86.05481377096244,0.0,False
7.0,65.0,7.0,0.0,53.0,25.019992006393608,87.70938995736148,0.0,True
6.0,92.0,4.0,2.0,80.0,2.8284271247461903,45.0,0.0,False
1.0,51.0,4.0,4.0,21.0,39.6232255123179,79.8244891569568,0.0,False
8.0,46.0,9.0,5.0,39.0,44.0,90.0,0.0,False
7.0,85.0,9.0,3.0,74.0,5.0990195135927845,78.69006752597979,0.0,False
6.0,86.0,7.0,0.0,76.0,4.47213595499958,63.43494882292201,0.0,False
6.0,54.0,6.0,9.0,43.0,36.05551275463989,86.82016988013577,0.0,True
5.0,77.0,5.0,6.0,61.0,13.341664064126334,77.0053832080835,0.0,True
6.0,60.0,4.0,8.0,48.0,30.066592756745816,86.18592516570965,0.0,False
9.0,53.0,5.0,5.0,48.0,37.013511046643494,88.45184230102204,0.0,False
9.0,41.0,7.0,5.0,40.0,49.01020301937138,88.83086067209258,0.0,False
8.0,47.0,6.0,8.0,40.0,43.0,90.0,0.0,True
9.0,84.0,5.0,3.0,80.0,6.082762530298219,80.53767779197439,0.0,True
8.0,94.0,6.0,4.0,90.0,4.0,90.0,0.0,True
8.0,45.0,4.0,4.0,36.0,45.0,90.0,0.0,True
1.0,76.0,5.0,4.0,48.0,15.652475842498529,63.43494882292201,0.0,False
5.0,76.0,8.0,7.0,60.0,14.317821063276353,77.9052429229879,0.0,False
4.0,96.0,4.0,0.0,76.0,7.211102550927978,56.309932474020215,1.0,True
2.0,72.0,6.0,9.0,47.0,18.973665961010276,71.56505117707799,0.0,True
8.0,80.0,7.0,9.0,73.0,10.0,90.0,0.0,False
3.0,45.0,8.0,2.0,22.0,45.27692569068709,83.6598082540901,0.0,False
4.0,91.0,9.0,7.0,74.0,4.123105625617661,14.036243467926479,1.0,False
7.0,65.0,5.0,8.0,58.0,25.019992006393608,87.70938995736148,0.0,False
9.0,78.0,9.0,1.0,76.0,12.041594578792296,85.23635830927383,0.0,False
2.0,80.0,4.0,3.0,59.0,11.661903789690601,59.03624346792648,0.0,True
3.0,76.0,5.0,7.0,55.0,14.866068747318506,70.3461759419467,0.0,False
4.0,53.0,5.0,4.0,33.0,37.21558813185679,83.8298249049704,0.0,True
1.0,76.0,8.0,0.0,50.0,15.652475842498529,63.43494882292201,0.0,True
7.0,47.0,8.0,5.0,37.0,43.01162633521314,88.66778014613037,0.0,False
2.0,78.0,8.0,8.0,58.0,13.416407864998739,63.43494882292201,0.0,True
5.0,52.0,8.0,8.0,36.0,38.118237105091836,85.48601154199875,0.0,True
1.0,52.0,7.0,0.0,25.0,38.63935817272331,79.56252464888182,0.0,False
3.0,79.0,6.0,3.0,62.0,12.083045973594572,65.55604521958347,0.0,True
2.0,82.0,8.0,0.0,57.0,10.0,53.13010235415598,0.0,False
1.0,67.0,4.0,6.0,39.0,24.041630560342615,73.07248693585295,0.0,False
7.0,97.0,5.0,2.0,84.0,7.0710678118654755,81.86989764584403,0.0,True
5.0,57.0,9.0,1.0,45.0,33.13608305156178,84.8055710922652,0.0,False
1.0,96.0,8.0,7.0,72.0,9.219544457292887,40.60129464500447,1.0,False
6.0,58.0,4.0,8.0,45.0,32.0624390837628,86.42366562500266,0.0,True
5.0,77.0,7.0,6.0,63.0,13.341664064126334,77.0053832080835,0.0,False
3.0,71.0,4.0,5.0,50.0,19.6468827043885,75.25643716352927,0.0,True
7.0,61.0,9.0,9.0,53.0,29.017236257093817,88.02506598911803,0.0,True
9.0,41.0,9.0,5.0,36.0,49.01020301937138,88.83086067209258,0.0,False
9.0,99.0,4.0,8.0,97.0,9.055385138137417,83.6598082540901,0.0,True
9.0,52.0,7.0,4.0,49.0,38.01315561749642,88.49256424122504,0.0,False
2.0,62.0,9.0,4.0,40.0,28.635642126552707,77.9052429229879,0.0,True
3.0,64.0,7.0,1.0,43.0,26.476404589747453,79.11447294534128,0.0,False
7.0,67.0,5.0,5.0,60.0,23.021728866442675,87.51044707800085,0.0,False
5.0,97.0,8.0,5.0,85.0,7.615773105863909,66.80140948635182,0.0,True
2.0,50.0,9.0,5.0,26.0,40.44749683231337,81.46923439005187,0.0,True
3.0,72.0,4.0,3.0,53.0,18.681541692269406,74.47588900324574,0.0,False
6.0,63.0,6.0,6.0,53.0,27.073972741361768,85.76360520094116,0.0,False
7.0,41.0,6.0,8.0,34.0,49.01020301937138,88.83086067209258,0.0,True
9.0,69.0,5.0,0.0,63.0,21.02379604162864,87.27368900609373,0.0,False
1.0,56.0,6.0,2.0,31.0,34.713109915419565,78.36636600105956,0.0,False
7.0,79.0,5.0,9.0,71.0,11.045361017187261,84.8055710922652,0.0,True
8.0,73.0,8.0,8.0,67.0,17.0,90.0,0.0,True
3.0,77.0,5.0,4.0,57.0,13.92838827718412,68.96248897457819,0.0,False
4.0,61.0,7.0,5.0,46.0,29.274562336608895,82.14668669802178,0.0,True
6.0,44.0,7.0,7.0,34.0,46.04345773288535,87.51044707800085,0.0,True
7.0,87.0,7.0,8.0,76.0,3.1622776601683795,71.56505117707799,0.0,False
4.0,79.0,9.0,7.0,65.0,11.704699910719626,70.01689347810003,0.0,True
8.0,90.0,7.0,2.0,84.0,0.0,0.0,0.0,True
5.0,55.0,7.0,9.0,38.0,35.12833614050059,85.10090754621224,0.0,False
1.0,52.0,7.0,0.0,27.0,38.63935817272331,79.56252464888182,0.0,True
4.0,65.0,7.0,4.0,49.0,25.317977802344327,80.90972307917768,0.0,False
3.0,70.0,9.0,6.0,52.0,20.615528128088304,75.96375653207353,0.0,True
9.0,91.0,7.0,1.0,86.0,1.4142135623730951,45.0,0.0,True
8.0,78.0,7.0,0.0,74.0,12.0,90.0,0.0,False
1.0,87.0,8.0,3.0,64.0,7.615773105863909,23.19859051364819,0.0,True
6.0,62.0,9.0,2.0,53.0,28.071337695236398,85.91438322002513,0.0,True
9.0,87.0,7.0,3.0,87.0,3.1622776601683795,71.56505117707799,0.0,True
7.0,51.0,5.0,0.0,43.0,39.01281840626232,88.53119928561418,0.0,True
4.0,53.0,8.0,1.0,37.0,37.21558813185679,83.8298249049704,0.0,True
1.0,95.0,9.0,0.0,68.0,8.602325267042627,35.53767779197438,0.0,True
2.0,57.0,6.0,2.0,32.0,33.54101966249684,79.69515353123397,0.0,False
5.0,66.0,4.0,3.0,49.0,24.186773244895647,82.8749836510982,0.0,True
5.0,67.0,9.0,0.0,56.0,23.194827009486403,82.5685920288275,0.0,True
8.0,57.0,8.0,5.0,52.0,33.0,90.0,0.0,False
6.0,55.0,7.0,1.0,41.0,35.05709628591621,86.72951207681645,0.0,False
8.0,91.0,8.0,9.0,87.0,1.0,90.0,0.0,False
2.0,55.0,4.0,4.0,34.0,35.510561809129406,80.2724214485984,0.0,True
3.0,52.0,4.0,7.0,32.0,38.3275357934736,82.50414236027014,0.0,False
6.0,97.0,9.0,3.0,89.0,7.280109889280518,74.05460409907715,0.0,False
3.0,68.0,7.0,4.0,46.0,22.561028345356956,77.19573393471325,0.0,True
6.0,48.0,7.0,8.0,36.0,42.04759208325728,87.27368900609373,0.0,False
6.0,65.0,5.0,1.0,51.0,25.079872407968907,85.42607874009914,0.0,True
2.0,67.0,4.0,1.0,46.0,23.769728648009426,75.37912601136834,0.0,True
7.0,80.0,7.0,5.0,72.0,10.04987562112089,84.28940686250037,0.0,True
2.0,52.0,4.0,5.0,27.0,38.47076812334269,81.02737338510362,0.0,True
6.0,75.0,5.0,2.0,59.0,15.132745950421556,82.40535663140857,0.0,True
1.0,48.0,6.0,8.0,25.0,42.579337712087536,80.53767779197439,0.0,False
3.0,86.0,4.0,0.0,67.0,6.4031242374328485,38.65980825409009,0.0,True
2.0,53.0,5.0,2.0,24.0,37.48332962798263,80.78897345918332,0.0,False
7.0,90.0,5.0,7.0,82.0,1.0,0.0,0.0,True
4.0,51.0,5.0,7.0,35.0,39.20459156782532,84.14398641457105,0.0,False
8.0,92.0,8.0,3.0,88.0,2.0,90.0,0.0,True
6.0,97.0,9.0,7.0,87.0,7.280109889280518,74.05460409907715,0.0,True
4.0,96.0,7.0,9.0,79.0,7.211102550927978,56.309932474020215,1.0,True
5.0,71.0,4.0,7.0,58.0,19.235384061671343,81.02737338510362,0.0,False
9.0,77.0,9.0,0.0,76.0,13.038404810405298,85.60129464500447,0.0,False
7.0,42.0,8.0,2.0,34.0,48.010415536631214,88.80651057601797,0.0,False
9.0,97.0,4.0,0.0,95.0,7.0710678118654755,81.86989764584403,0.0,True
7.0,96.0,9.0,1.0,93.0,6.082762530298219,80.53767779197439,0.0,True
1.0,93.0,8.0,3.0,67.0,7.615773105863909,23.19859051364819,0.0,False
8.0,91.0,7.0,2.0,85.0,1.0,90.0,0.0,True
4.0,55.0,5.0,5.0,36.0,35.22782990761707,83.48019824834302,0.0,False
3.0,59.0,9.0,4.0,38.0,31.400636936215164,80.8376529542783,0.0,True
7.0,71.0,9.0,4.0,66.0,19.026297590440446,86.98721249581666,0.0,False
3.0,95.0,4.0,9.0,78.0,7.0710678118654755,45.0,1.0,False
8.0,62.0,5.0,6.0,58.0,28.0,90.0,0.0,True
6.0,56.0,7.0,6.0,48.0,34.058772731852805,86.63353933657021,0.0,False
5.0,55.0,4.0,8.0,41.0,35.12833614050059,85.10090754621224,0.0,True
4.0,77.0,6.0,7.0,61.0,13.601470508735444,72.89727103094764,0.0,True
8.0,47.0,6.0,2.0,42.0,43.0,90.0,0.0,True
8.0,58.0,6.0,1.0,50.0,32.0,90.0,0.0,False
1.0,69.0,7.0,0.0,40.0,22.135943621178654,71.56505117707799,0.0,False
9.0,96.0,6.0,9.0,94.0,6.082762530298219,80.53767779197439,0.0,False
5.0,97.0,9.0,5.0,84.0,7.615773105863909,66.80140948635182,0.0,True
4.0,73.0,4.0,3.0,59.0,17.46424919657298,76.7594800848128,0.0,True
6.0,53.0,9.0,2.0,39.0,37.05401462729781,86.9059419410829,0.0,False
6.0,61.0,6.0,1.0,49.0,29.068883707497267,86.05481377096244,0.0,True
2.0,83.0,4.0,1.0,59.0,9.219544457292887,49.398705354995535,0.0,True
8.0,56.0,9.0,3.0,49.0,34.0,90.0,0.0,False
7.0,99.0,7.0,0.0,89.0,9.055385138137417,83.6598082540901,0.0,False
1.0,98.0,5.0,5.0,73.0,10.63014581273465,48.81407483429036,1.0,True
5.0,54.0,9.0,9.0,40.0,36.124783736376884,85.23635830927383,0.0,True
6.0,89.0,8.0,4.0,79.0,2.23606797749979,26.56505117707799,0.0,False
4.0,87.0,6.0,9.0,74.0,5.0,36.86989764584402,1.0,False
2.0,71.0,8.0,8.0,49.0,19.924858845171276,72.47443162627712,0.0,True
4.0,52.0,5.0,1.0,35.0,38.2099463490856,83.99099404250548,0.0,True
1.0,60.0,7.0,8.0,39.0,30.805843601498726,76.86597769360368,0.0,True
7.0,88.0,9.0,8.0,83.0,2.23606797749979,63.43494882292201,0.0,False
2.0,79.0,7.0,9.0,56.0,12.529964086141668,61.38954033403479,0.0,True
2.0,72.0,5.0,8.0,46.0,18.973665961010276,71.56505117707799,0.0,True
9.0,96.0,8.0,9.0,95.0,6.082762530298219,80.53767779197439,0.0,True
5.0,97.0,9.0,9.0,86.0,7.615773105863909,66.80140948635182,0.0,True
2.0,66.0,6.0,3.0,39.0,24.73863375370596,75.96375653207353,0.0,True
9.0,74.0,4.0,4.0,70.0,16.0312195418814,86.42366562500266,0.0,True
9.0,55.0,7.0,7.0,51.0,35.014282800023196,88.36342295838328,0.0,False
1.0,67.0,5.0,7.0,41.0,24.041630560342615,73.07248693585295,0.0,False
3.0,73.0,9.0,0.0,53.0,17.72004514666935,73.61045966596522,0.0,False
4.0,86.0,8.0,9.0,71.0,5.656854249492381,45.0,1.0,True
7.0,40.0,6.0,0.0,31.0,50.00999900019995,88.8542371618249,0.0,False
4.0,80.0,8.0,9.0,63.0,10.770329614269007,68.19859051364818,0.0,True
2.0,87.0,6.0,5.0,61.0,6.708203932499369,26.56505117707799,0.0,True
7.0,70.0,9.0,6.0,65.0,20.024984394500787,87.13759477388825,0.0,True
6.0,75.0,4.0,1.0,63.0,15.132745950421556,82.40535663140857,0.0,True
3.0,83.0,4.0,1.0,63.0,8.602325267042627,54.46232220802562,0.0,True
6.0,72.0,5.0,4.0,58.0,18.110770276274835,83.6598082540901,0.0,False
6.0,72.0,5.0,8.0,62.0,18.110770276274835,83.6598082540901,0.0,False
5.0,78.0,6.0,4.0,61.0,12.36931687685298,75.96375653207353,0.0,False
4.0,57.0,6.0,7.0,40.0,33.24154027718932,83.08877288097531,0.0,True
1.0,62.0,6.0,7.0,39.0,28.861739379323623,75.96375653207353,0.0,False
6.0,99.0,6.0,4.0,89.0,9.219544457292887,77.47119229084849,0.0,True
2.0,62.0,9.0,7.0,40.0,28.635642126552707,77.9052429229879,0.0,False
3.0,54.0,9.0,7.0,35.0,36.345563690772494,82.09283729704154,0.0,False
8.0,65.0,4.0,4.0,55.0,25.0,90.0,0.0,False
6.0,69.0,5.0,4.0,60.0,21.095023109728988,84.55966796899449,0.0,False
3.0,64.0,5.0,3.0,45.0,26.476404589747453,79.11447294534128,0.0,False
7.0,84.0,7.0,0.0,76.0,6.082762530298219,80.53767779197439,0.0,False
4.0,55.0,5.0,8.0,38.0,35.22782990761707,83.48019824834302,0.0,True
9.0,78.0,5.0,1.0,73.0,12.041594578792296,85.23635830927383,0.0,True
5.0,87.0,8.0,0.0,72.0,4.242640687119285,45.0,0.0,True
3.0,84.0,8.0,5.0,68.0,7.810249675906654,50.19442890773481,0.0,True
2.0,53.0,7.0,4.0,27.0,37.48332962798263,80.78897345918332,0.0,True
2.0,56.0,6.0,0.0,33.0,34.52535300326414,79.99202019855866,0.0,False
3.0,51.0,7.0,6.0,28.0,39.319206502675,82.69424046668918,0.0,True
2.0,68.0,7.0,6.0,46.0,22.80350850198276,74.74488129694222,0.0,True
4.0,71.0,4.0,2.0,52.0,19.4164878389476,78.11134196037202,0.0,True
2.0,95.0,9.0,7.0,72.0,7.810249675906654,39.80557109226519,1.0,True
9.0,63.0,5.0,5.0,58.0,27.018512172212592,87.87890360333854,0.0,True
2.0,91.0,4.0,3.0,69.0,6.082762530298219,9.462322208025617,0.0,True
9.0,52.0,9.0,9.0,54.0,38.01315561749642,88.49256424122504,0.0,True
6.0,95.0,5.0,9.0,85.0,5.385164807134504,68.19859051364818,0.0,True
1.0,59.0,7.0,9.0,33.0,31.78049716414141,77.27564431457763,0.0,True
4.0,54.0,5.0,2.0,33.0,36.22154055254967,83.6598082540901,0.0,False
1.0,95.0,6.0,0.0,67.0,8.602325267042627,35.53767779197438,0.0,True
6.0,92.0,6.0,1.0,80.0,2.8284271247461903,45.0,0.0,True
4.0,43.0,7.0,1.0,25.0,47.16990566028302,85.13548556223948,0.0,False
3.0,93.0,8.0,4.0,76.0,5.830951894845301,30.96375653207352,1.0,False
3.0,73.0,6.0,3.0,53.0,17.72004514666935,73.61045966596522,0.0,True
9.0,67.0,7.0,1.0,63.0,23.021728866442675,87.51044707800085,0.0,True
6.0,89.0,4.0,8.0,75.0,2.23606797749979,26.56505117707799,0.0,True
9.0,41.0,8.0,6.0,38.0,49.01020301937138,88.83086067209258,0.0,False
5.0,96.0,6.0,7.0,79.0,6.708203932499369,63.43494882292201,0.0,True
2.0,86.0,7.0,7.0,63.0,7.211102550927978,33.690067525979785,0.0,False
8.0,69.0,7.0,1.0,60.0,21.0,90.0,0.0,False
5.0,65.0,4.0,4.0,49.0,25.179356624028344,83.15722658736907,0.0,False
2.0,90.0,4.0,2.0,66.0,6.0,0.0,0.0,False
4.0,86.0,8.0,9.0,71.0,5.656854249492381,45.0,1.0,False
9.0,65.0,9.0,8.0,66.0,25.019992006393608,87.70938995736148,0.0,True
4.0,59.0,6.0,8.0,41.0,31.25699921617557,82.64762064010765,0.0,True
4.0,81.0,7.0,5.0,67.0,9.848857801796104,66.03751102542182,0.0,False
2.0,67.0,8.0,3.0,46.0,23.769728648009426,75.37912601136834,0.0,False
6.0,95.0,8.0,7.0,86.0,5.385164807134504,68.19859051364818,0.0,False
2.0,59.0,4.0,4.0,37.0,31.575306807693888,79.04593735660167,0.0,False
7.0,50.0,7.0,2.0,42.0,40.01249804748511,88.56790381583535,0.0,True
3.0,97.0,5.0,7.0,77.0,8.602325267042627,54.46232220802562,1.0,False
3.0,49.0,9.0,5.0,32.0,41.30375285612676,83.0470425318261,0.0,False
5.0,62.0,9.0,4.0,47.0,28.160255680657446,83.8844964337146,0.0,True
3.0,76.0,4.0,0.0,54.0,14.866068747318506,70.3461759419467,0.0,True
2.0,80.0,7.0,2.0,60.0,11.661903789690601,59.03624346792648,0.0,True
9.0,91.0,8.0,6.0,89.0,1.4142135623730951,45.0,0.0,True
2.0,58.0,9.0,2.0,34.0,32.55764119219941,79.38034472384487,0.0,False
2.0,84.0,8.0,0.0,59.0,8.48528137423857,45.0,0.0,False
8.0,57.0,6.0,7.0,52.0,33.0,90.0,0.0,False
9.0,88.0,5.0,6.0,84.0,2.23606797749979,63.43494882292201,0.0,False
7.0,66.0,4.0,4.0,57.0,24.020824298928627,87.61405596961119,0.0,False
3.0,45.0,9.0,9.0,30.0,45.27692569068709,83.6598082540901,0.0,False
9.0,49.0,6.0,4.0,47.0,41.012193308819754,88.60281897270363,0.0,False
3.0,41.0,6.0,5.0,15.0,49.25444142409901,84.17365797044422,0.0,False
5.0,63.0,5.0,6.0,49.0,27.16615541441225,83.6598082540901,0.0,False
9.0,77.0,4.0,2.0,74.0,13.038404810405298,85.60129464500447,0.0,True
3.0,67.0,4.0,3.0,45.0,23.53720459187964,77.7352262721076,0.0,False
7.0,67.0,8.0,0.0,61.0,23.021728866442675,87.51044707800085,0.0,True
1.0,92.0,4.0,6.0,67.0,7.280109889280518,15.945395900922854,0.0,True
4.0,84.0,6.0,9.0,64.0,7.211102550927978,56.309932474020215,0.0,True
4.0,89.0,8.0,1.0,73.0,4.123105625617661,14.036243467926479,1.0,True
7.0,78.0,4.0,6.0,68.0,12.041594578792296,85.23635830927383,0.0,False
8.0,41.0,5.0,5.0,33.0,49.0,90.0,0.0,True
1.0,85.0,6.0,3.0,60.0,8.602325267042627,35.53767779197438,0.0,True
5.0,44.0,7.0,1.0,30.0,46.09772228646444,86.26860300083955,0.0,False
7.0,89.0,5.0,6.0,82.0,1.4142135623730951,45.0,0.0,True
4.0,50.0,5.0,6.0,33.0,40.19950248448356,84.28940686250037,0.0,False
4.0,49.0,4.0,4.0,28.0,41.19465984809196,84.42780219603621,0.0,False
4.0,82.0,8.0,8.0,64.0,8.94427190999916,63.43494882292201,0.0,False
6.0,98.0,8.0,2.0,88.0,8.246211251235321,75.96375653207353,0.0,False
